id,doid,source,xref
562056,DOID:2181,SNOMEDCT_US_2019_09_01,190437000
569080,DOID:0111347,OMIM,132000
560132,DOID:13564,SNOMEDCT_US_2019_09_01,65553006
551223,DOID:0111474,MESH,C563797
560755,DOID:0050489,OMIM,606082
552491,DOID:0111532,ORDO,2645
553324,DOID:9722,UMLS_CUI,C0154775
556618,DOID:3186,NCI,C4014
554200,DOID:0110814,ICD10CM,G11.4
571392,DOID:0111233,OMIM,615350
562320,DOID:13450,GARD,9525
564920,DOID:0111005,OMIM,120970
546707,DOID:1270,UMLS_CUI,C0039445
562354,DOID:345,ICD10CM,N85.9
563625,DOID:1024,OMIM,613407
559166,DOID:11123,UMLS_CUI,C0034152
568043,DOID:5874,NCI,C6447
568353,DOID:368,NCI,C4874
566246,DOID:0111672,UMLS_CUI,C3150878
550173,DOID:11302,SNOMEDCT_US_2019_09_01,187115002
542803,DOID:6459,UMLS_CUI,C1335684
549216,DOID:0110289,ORDO,424261
565560,DOID:0060695,OMIM,PS149400
570314,DOID:12849,ICD9CM,299.0
562076,DOID:1064,OMIM,219750
569304,DOID:0050568,ORDO,2311
556109,DOID:1324,OMIM,614210
543151,DOID:0060591,GARD,9297
566182,DOID:14289,MESH,D004437
574667,DOID:0111603,GARD,2621
557319,DOID:2935,SNOMEDCT_US_2019_09_01,111396008
555689,DOID:0070161,GARD,3976
563766,DOID:9971,UMLS_CUI,C1442839
570459,DOID:0060782,UMLS_CUI,C0406704
553723,DOID:2007,ICD10CM,H35.3
573312,DOID:1517,NCI,C4433
572455,DOID:2538,GARD,6855
553590,DOID:0070220,OMIM,609968
574530,DOID:3007,UMLS_CUI,C1176475
572016,DOID:2113,MESH,D003048
558215,DOID:10787,UMLS_CUI,C0025322
546541,DOID:7305,GARD,10635
574482,DOID:0080115,OMIM,615453
547611,DOID:0080131,ORDO,369897
548212,DOID:4464,UMLS_CUI,C1266044
551714,DOID:5638,NCI,C8380
548682,DOID:10459,SNOMEDCT_US_2019_09_01,82272006
571469,DOID:11656,ICD10CM,L12.1
543580,DOID:767,UMLS_CUI,C0026846
553976,DOID:14228,ICD9CM,606.1
547140,DOID:8677,UMLS_CUI,C0520459
551364,DOID:1757,UMLS_CUI,C0015458
545155,DOID:2444,SNOMEDCT_US_2019_09_01,10649000
575061,DOID:0060892,ORDO,411602
548909,DOID:114,SNOMEDCT_US_2019_09_01,56265001
570853,DOID:0070241,ORDO,139485
572055,DOID:0060312,ICD10CM,K13.0
575953,DOID:3663,MESH,D034701
562746,DOID:5433,NCI,C27883
575288,DOID:14400,UMLS_CUI,C0343084
563830,DOID:0111462,OMIM,615279
549914,DOID:0070286,OMIM,604804
571037,DOID:3087,NCI,C34474
574389,DOID:5410,SNOMEDCT_US_2019_09_01,707594002
555965,DOID:5426,OMIM,615724
546932,DOID:14107,UMLS_CUI,C0149870
566519,DOID:12557,OMIM,126800
556058,DOID:13620,UMLS_CUI,C0016522
552882,DOID:6420,GARD,4596
551164,DOID:0111691,OMIM,615400
577259,DOID:0070307,UMLS_CUI,C1843042
544405,DOID:0070330,OMIM,PS605711
567340,DOID:12527,ICD9CM,355.3
576347,DOID:0111604,NCI,C98931
576114,DOID:2773,MESH,D003877
566791,DOID:1357,NCI,C3540
576378,DOID:603,NCI,C35614
574843,DOID:4371,GARD,12390
547927,DOID:0060306,ORDO,2554
560872,DOID:10350,ICD10CM,N60.0
565959,DOID:10441,UMLS_CUI,C0155067
568371,DOID:4856,NCI,C5419
557421,DOID:6603,SNOMEDCT_US_2019_09_01,111232005
545628,DOID:7729,UMLS_CUI,C1266087
576317,DOID:6613,UMLS_CUI,C1519936
567565,DOID:1067,ICD10CM,H40.1
561202,DOID:8003,UMLS_CUI,C0334303
552521,DOID:14244,ICD10CM,H04.21
575855,DOID:10030,NCI,C34571
567291,DOID:1426,UMLS_CUI,C0041954
544095,DOID:6050,MESH,D004935
567210,DOID:263,NCI,C120456
569346,DOID:3418,UMLS_CUI,C0154730
574742,DOID:0090049,ICD10CM,G24.8
571419,DOID:10444,SNOMEDCT_US_2019_09_01,111520007
554714,DOID:11249,MESH,D014813
558746,DOID:0050576,OMIM,613615
559222,DOID:8000,NCI,C5292
573955,DOID:1254,SNOMEDCT_US_2019_09_01,33710003
544721,DOID:5805,GARD,5052
571715,DOID:12929,MESH,D004695
545495,DOID:1148,MESH,D017689
545989,DOID:10471,ICD10CM,M76.5
572750,DOID:11267,GARD,6825
551021,DOID:0060717,ICD10CM,Q80.2
568932,DOID:9268,GARD,7219
555263,DOID:12123,UMLS_CUI,C0175999
573934,DOID:4488,NCI,C45655
551728,DOID:11801,ICD9CM,263.9
545820,DOID:0060320,NCI,C34691
554432,DOID:0070111,GARD,7206
561712,DOID:3225,SNOMEDCT_US_2019_09_01,47125007
566328,DOID:0111079,MESH,D000080365
571225,DOID:0050569,OMIM,PS210600
561484,DOID:1949,SNOMEDCT_US_2019_09_01,76581006
545446,DOID:0080634,OMIM,609549
560358,DOID:3478,SNOMEDCT_US_2019_09_01,188264002
549766,DOID:0060870,GARD,12556
548888,DOID:2344,ICD9CM,273.0
556937,DOID:0111565,SNOMEDCT_US_2019_09_01,38993008
546242,DOID:9953,ICD10CM,C95.0
555109,DOID:10112,UMLS_CUI,C0041228
556286,DOID:13268,SNOMEDCT_US_2019_09_01,29094004
564112,DOID:0110097,ICD10CM,Q87.5
570561,DOID:6845,NCI,C39879
548820,DOID:11555,OMIM,613269
555300,DOID:14501,MESH,D016111
544687,DOID:5376,NCI,C4114
552340,DOID:2752,OMIM,232300
546955,DOID:0060243,SNOMEDCT_US_2019_09_01,229631007
565236,DOID:0110650,GARD,10435
549050,DOID:2174,MESH,D005134
572878,DOID:0111330,ORDO,139406
561114,DOID:0110828,ORDO,231183
561166,DOID:7851,UMLS_CUI,C1518868
548186,DOID:8564,NCI,C7485
566494,DOID:0060563,GARD,1237
572784,DOID:1826,ICD9CM,345.9
562009,DOID:0110789,ICD10CM,G11.4
559158,DOID:9681,ICD9CM,622.5
572877,DOID:0060257,MESH,C535729
576519,DOID:0090128,GARD,5595
556809,DOID:0110407,OMIM,613582
565182,DOID:0050542,ORDO,64747
556577,DOID:9398,UMLS_CUI,C0014541
554214,DOID:11723,MESH,D020388
552748,DOID:0060759,ORDO,183666
557639,DOID:10790,SNOMEDCT_US_2019_09_01,60130002
574148,DOID:7280,NCI,C4675
560909,DOID:0111091,OMIM,609053
561041,DOID:3298,MESH,D014615
554788,DOID:7076,NCI,C40365
570900,DOID:780,UMLS_CUI,C0032962
555522,DOID:0050476,GARD,5890
574982,DOID:13026,ICD10CM,B48.0
554591,DOID:0060283,ICD10CM,Q80.8
567820,DOID:7037,NCI,C6547
548488,DOID:423,ICD10CM,G72.9
563000,DOID:11379,SNOMEDCT_US_2019_09_01,44086001
554338,DOID:4481,UMLS_CUI,C0002103
575371,DOID:11181,SNOMEDCT_US_2019_09_01,81564005
563837,DOID:8200,ICD9CM,097.0
558325,DOID:2568,UMLS_CUI,C0007860
572015,DOID:2113,NCI,C34493
552706,DOID:0090027,ICD9CM,755.58
559788,DOID:9097,NCI,C34591
548070,DOID:13461,ICD9CM,599.82
552916,DOID:10686,UMLS_CUI,C0152243
559652,DOID:9146,UMLS_CUI,C0023290
550800,DOID:2751,SNOMEDCT_US_2019_09_01,41527003
563400,DOID:8616,NCI,C3316
567937,DOID:9250,NCI,C84531
563116,DOID:13922,ICD10CM,K20.0
553149,DOID:1495,ICD9CM,122.4
564641,DOID:7042,UMLS_CUI,C1333050
553124,DOID:0111607,OMIM,114300
574075,DOID:322,UMLS_CUI,C0026975
551253,DOID:0060308,OMIM,614345
571683,DOID:10608,GARD,11998
569975,DOID:3372,UMLS_CUI,C0279603
557616,DOID:1470,UMLS_CUI,C0154409
567267,DOID:2731,UMLS_CUI,C0037275
576094,DOID:5411,SNOMEDCT_US_2019_09_01,11010461000119101
546802,DOID:3620,SNOMEDCT_US_2019_09_01,372062007
556998,DOID:1686,NCI,C26782
562430,DOID:0110604,OMIM,614874
557098,DOID:5545,UMLS_CUI,C1332273
554263,DOID:2347,UMLS_CUI,C0017327
564677,DOID:0090078,ICD10CM,E23.0
551841,DOID:0110212,OMIM,310490
552886,DOID:0060020,SNOMEDCT_US_2019_09_01,111584000
576259,DOID:8557,UMLS_CUI,C0153388
542638,DOID:10192,MESH,D008067
557049,DOID:0111609,SNOMEDCT_US_2019_09_01,720515009
572791,DOID:0110398,ICD10CM,H35.5
550377,DOID:980,ICD10CM,H31.10
543831,DOID:0110116,ORDO,275517
573784,DOID:0070258,UMLS_CUI,C1970344
558947,DOID:8029,UMLS_CUI,C1336076
543447,DOID:0110473,ICD10CM,H90.3
566100,DOID:13452,SNOMEDCT_US_2019_09_01,78370002
574099,DOID:916,NCI,C7106
558740,DOID:0050576,ORDO,3156
545136,DOID:0070275,OMIM,614337
548241,DOID:0110034,OMIM,301050
555809,DOID:0090117,UMLS_CUI,C0342287
564067,DOID:13738,ICD9CM,573.4
558731,DOID:0110799,ORDO,280763
567205,DOID:263,ICD9CM,189.0
571551,DOID:0110554,ICD10CM,H90.3
558935,DOID:4028,UMLS_CUI,C0263637
572817,DOID:2058,OMIM,613953
570183,DOID:0110496,ICD10CM,H90.3
577173,DOID:170,MESH,D004701
572798,DOID:14735,OMIM,610618
553807,DOID:5612,SNOMEDCT_US_2019_09_01,126962006
569403,DOID:987,ICD9CM,704.0
544988,DOID:14555,ICD9CM,377.04
558702,DOID:2517,ICD10CM,D18.02
558538,DOID:3393,ICD10CM,I20-I25
566325,DOID:0111079,GARD,5926
577261,DOID:13223,EFO,0000731
560646,DOID:5712,UMLS_CUI,C1333175
547739,DOID:12318,MESH,D003317
553406,DOID:8144,UMLS_CUI,C1333038
550168,DOID:12120,MESH,D011649
576133,DOID:5761,UMLS_CUI,C1520094
576974,DOID:1002,MESH,D004716
571364,DOID:11920,ICD10CM,C33
555942,DOID:2683,UMLS_CUI,C0001422
547796,DOID:5241,GARD,8232
558619,DOID:8956,MESH,D015605
544278,DOID:5773,ICD10CM,K13.5
569050,DOID:0080307,OMIM,PS601419
543197,DOID:9252,UMLS_CUI,C0002514
548931,DOID:6823,GARD,4210
551830,DOID:2856,UMLS_CUI,C0015190
550743,DOID:2401,NCI,C3557
576797,DOID:4022,OMIM,191650
558815,DOID:6132,ICD9CM,466.0
542741,DOID:5850,UMLS_CUI,C0340305
552279,DOID:2475,ICD10CM,H10.4
549789,DOID:0110326,OMIM,613876
564853,DOID:9201,GARD,12344
568318,DOID:0060447,OMIM,121820
547451,DOID:13447,SNOMEDCT_US_2019_09_01,21328003
576050,DOID:8195,UMLS_CUI,C1515306
558119,DOID:0070253,GARD,9828
554751,DOID:292,UMLS_CUI,C1334361
552507,DOID:13589,SNOMEDCT_US_2019_09_01,26899006
574541,DOID:8515,ICD10CM,I27.81
574058,DOID:5343,NCI,C7011
552515,DOID:4175,MESH,D012203
561268,DOID:8924,MESH,D016553
564815,DOID:11685,ICD10CM,L82.0
568044,DOID:9375,SNOMEDCT_US_2019_09_01,11226001
562558,DOID:5842,SNOMEDCT_US_2019_09_01,36741007
546853,DOID:2394,OMIM,167000
545994,DOID:0070125,OMIM,225250
564436,DOID:3774,SNOMEDCT_US_2019_09_01,128789002
556725,DOID:13687,ICD9CM,537.2
571278,DOID:8505,ICD10CM,L13.0
569818,DOID:582,NCI,C34677
569299,DOID:0110958,ORDO,77260
557734,DOID:8499,NCI,C37997
549462,DOID:5077,SNOMEDCT_US_2019_09_01,1586004
566893,DOID:0050266,GARD,393
567361,DOID:0110511,ICD10CM,H90.3
566366,DOID:9063,UMLS_CUI,C0038165
560579,DOID:0060376,GARD,4412
568472,DOID:5642,SNOMEDCT_US_2019_09_01,233726000
548920,DOID:0111508,GARD,4382
554792,DOID:5204,UMLS_CUI,C0016756
562812,DOID:1660,GARD,12017
574255,DOID:6428,UMLS_CUI,C1516403
543652,DOID:13543,UMLS_CUI,C0020502
564026,DOID:862,ICD9CM,344.2
545973,DOID:0050956,GARD,10351
572360,DOID:5861,SNOMEDCT_US_2019_09_01,75622000
554984,DOID:0060184,NCI,C27147
548052,DOID:9248,SNOMEDCT_US_2019_09_01,56677004
570653,DOID:0060256,ORDO,79145
559750,DOID:2921,MESH,D005921
575370,DOID:11181,ICD9CM,381.1
550128,DOID:0080647,NCI,C80338
575936,DOID:0110164,OMIM,601472
549590,DOID:11997,ICD10CM,N43.4
565604,DOID:0110269,ICD10CM,Q12.0
561065,DOID:0060366,UMLS_CUI,C0340834
562769,DOID:11719,UMLS_CUI,C0270952
547274,DOID:8930,SNOMEDCT_US_2019_09_01,363391009
561806,DOID:0050452,MESH,D054078
577128,DOID:13767,MESH,D003003
566452,DOID:12362,SNOMEDCT_US_2019_09_01,19885005
574076,DOID:322,NCI,C26832
576185,DOID:349,GARD,8616
569784,DOID:5875,MESH,D012186
552642,DOID:10908,UMLS_CUI,C0020255
569982,DOID:3614,MESH,D017436
571622,DOID:8634,SNOMEDCT_US_2019_09_01,92691004
550076,DOID:92,MESH,D013064
568522,DOID:0050677,GARD,22
548333,DOID:9631,OMIM,169400
570527,DOID:136,UMLS_CUI,C1519924
556823,DOID:4879,UMLS_CUI,C1511047
567381,DOID:0070147,OMIM,614213
547143,DOID:11554,ICD9CM,371.57
576941,DOID:0110428,ICD10CM,I42.0
557237,DOID:4751,OMIM,271930
559496,DOID:0060384,MESH,C538182
552577,DOID:4480,NCI,C34345
558425,DOID:3002,UMLS_CUI,C1335172
546257,DOID:11390,SNOMEDCT_US_2019_09_01,28366008
566240,DOID:0060350,MESH,C538228
573958,DOID:1254,MESH,D014253
545866,DOID:14525,MESH,D012202
565109,DOID:0060193,OMIM,105400
554451,DOID:0110627,OMIM,615500
553791,DOID:379,ICD9CM,380
561998,DOID:8445,ICD10CM,K56.2
546966,DOID:0060243,UMLS_CUI,C3489627
568344,DOID:14743,UMLS_CUI,C0432233
544753,DOID:0060551,OMIM,604173
562083,DOID:6495,UMLS_CUI,C1332209
554916,DOID:294,UMLS_CUI,C0153627
547600,DOID:1456,SNOMEDCT_US_2019_09_01,45534005
553248,DOID:1166,ICD9CM,719.3
549662,DOID:0080390,UMLS_CUI,C0403399
568642,DOID:2365,MESH,D014901
559495,DOID:0060384,UMLS_CUI,C2931762
546562,DOID:7960,NCI,C5117
566096,DOID:0110201,ORDO,217055
568629,DOID:11547,SNOMEDCT_US_2019_09_01,74460005
559630,DOID:2479,MESH,D014717
568479,DOID:0111590,GARD,6126
567989,DOID:8632,UMLS_CUI,C1333744
576375,DOID:3948,NCI,C9325
567743,DOID:10976,EFO,0004254
564015,DOID:13955,UMLS_CUI,C0153994
543438,DOID:3138,GARD,8603
551678,DOID:5284,NCI,C27904
564958,DOID:813,UMLS_CUI,C0157848
563489,DOID:0050453,OMIM,611603
543634,DOID:11193,ORDO,93406
573905,DOID:5138,MESH,D018231
555465,DOID:11217,ICD10CM,H73.1
575380,DOID:0110932,OMIM,609285
574590,DOID:2059,NCI,C27631
552089,DOID:0090030,OMIM,611489
549865,DOID:0111374,OMIM,145650
564012,DOID:0060765,OMIM,616331
550981,DOID:0111572,UMLS_CUI,C0343073
561923,DOID:0110126,GARD,823
566178,DOID:14289,GARD,6313
563118,DOID:900,ICD9CM,573.5
576674,DOID:8858,ICD10CM,C09
546069,DOID:10846,ICD9CM,569.84
565393,DOID:2730,UMLS_CUI,C0014527
575764,DOID:0111136,OMIM,269700
564543,DOID:10525,SNOMEDCT_US_2019_09_01,41564009
547830,DOID:6554,NCI,C40079
560565,DOID:0110809,ICD10CM,G11.4
566038,DOID:676,UMLS_CUI,C0157916
568349,DOID:368,SNOMEDCT_US_2019_09_01,126953009
550742,DOID:2401,UMLS_CUI,C1333070
576721,DOID:5758,GARD,3369
564349,DOID:11126,UMLS_CUI,C0154301
548314,DOID:2571,ICD10CM,C96.0
549695,DOID:2999,MESH,D006106
