id,struct_id1,struct_id2,is_parent1,is_parent2,cell_id,rmsd,rmsd_norm,pearson,euclid
675407,150,691,True,,VCAP,1.97011926362464,1.02985830568673,0.219728724548294,61.6115230685055
720465,154,989,True,,A549,1.51991240918497,1.23715605754529,0.0679338162704234,47.5322079173627
5424942,1433,2123,,,VCAP,1.80568330475037,0.920322179682506,0.221136068878456,56.4691187173931
5193600,1343,1816,,,HCC515,1.96170130334589,1.13925241922673,0.163896382404696,61.3482682679054
8283517,2710,2805,,,A375,4.91720357952227,1.33933139611238,0.208607005562197,153.775665953793
3430713,842,849,,,HA1E,2.78606229005509,1.04749312135011,0.10883165304166,87.1285024330015
4841392,1217,3333,,,A375,2.16157232880544,1.24536940736284,0.113912186900091,67.5988331566374
5466520,1444,2796,,,HT29,2.65662882359757,0.804957215489777,0.417269089071692,83.0807307311948
3702081,896,2861,,,HT29,2.08159206700332,1.09742799701486,0.128604634700465,65.097611105755
2827135,667,5045,,,HCC515,2.93438668420902,1.16829392218438,0.221597495151422,91.7670499568829
3796139,926,4523,,,MCF7,2.56631655071697,1.04717589917545,0.279595560445407,80.2563957852407
5972913,1612,2362,,,HT29,2.38796884788595,1.03045856804135,0.231693833702907,74.6789295830312
4312642,1065,2799,,,A375,4.16252850475285,0.903311534585612,0.21013326698453,130.174718723401
7600482,2286,3128,,,HT29,3.35207807152034,1.80977308035788,0.081926262685756,104.829509179529
3335386,812,2767,,,A549,3.48412879866747,1.20126749496755,0.176819315912945,108.959130452746
5103739,1301,1723,,,A375,3.12995888018435,1.05287932408421,0.166012323455568,97.8831775875135
2266819,529,2337,,,VCAP,1.60755827883324,0.878542864544525,0.225065663621629,50.2731564575838
188789,60,1101,,,A375,2.19881315775755,1.14577416903268,0.0683268315241908,68.7634652854824
6332700,1763,2589,,,VCAP,2.87473582082898,1.04118284624246,0.0145824664846516,89.9015890109123
4765948,1200,2046,,,A375,2.27756208566571,1.04330584213669,0.216165399798179,71.2261798419133
7065186,2014,2270,,,HELA,2.63293829227765,1.04974154184543,0.137570252563237,82.3398569455962
5075994,1293,1893,,,HA1E,2.33394400539638,1.14798319083273,0.0331308511109824,72.9894111407849
2458489,584,1429,,,HT29,2.54060757777634,1.16628892041123,0.185926636252367,79.4523992919092
6825213,1922,3534,,,PC3,2.90446894381852,1.07746657947537,0.0822096225998317,90.8314327146882
3443705,849,1219,,,HT29,2.72568571495107,1.23815813085748,0.170678356970785,85.240346310425
6231454,1712,3524,,,PC3,2.74171872843365,0.939422659615744,0.38323774440033,85.741746605462
5260709,1379,3972,,,HT29,2.97454213690778,1.21106888013766,0.133704307160784,93.0228310895052
2905162,686,2711,,,MCF7,2.8125967480714,1.1501416976515,-0.0448805789568659,87.9583143141229
7546296,2269,2798,,,HT29,2.17226890935032,1.03367870816924,0.30046410354249,67.9333472295484
1771029,394,2722,,,MCF7,4.23028046451394,1.17783676199038,0.071467622610312,132.293525187979
4452787,1113,2083,,,YAPC,2.7608584618083,0.954603421565147,0.253256637193979,86.3403033254081
7123370,2046,2070,,,A549,1.74439270746452,1.19311632498977,0.0533903507319279,54.5523783868549
8068079,2551,5012,,,PC3,2.70316191224743,0.908172989252955,0.306789757816786,84.5359596189753
3367802,824,1212,,,PC3,3.14467668759865,0.803482642196299,0.455126234480055,98.3434474543009
4551416,1137,2337,,,SKB,1.08796333765186,1.36161841404624,0.134349572686066,34.0238682566362
327043,82,2202,,,MCF7,2.71043391380631,1.03916692544384,0.302355822131295,84.7633768622215
