id,appl_type,appl_no,product_no,exclusivity_code,exclusivity_date
24529,N,211358,001,ODE-408,2029-09-02
25724,N,214018,001,ODE-342,2028-02-26
24969,N,208264,001,ODE-129,2024-01-26
24838,N,205422,002,NPP,2024-12-27
24619,N,208573,001,M-265,2023-10-16
24158,N,022253,003,NPP,2024-10-14
25205,N,212038,006,M-82,2024-06-28
25894,N,203389,001,PED,2023-02-14
24999,N,211723,001,ODE-314,2027-06-18
25665,N,213246,001,ODE-301,2027-05-08
26036,N,209964,001,PED,2026-10-22
25085,N,212273,001,NCE,2023-02-12
26043,N,215110,001,PED,2023-10-10
24110,N,021427,001,NPP,2023-04-20
25411,N,213793,001,NCE,2025-11-25
24380,N,205437,003,M-257,2023-04-10
24049,N,020819,003,ODE*,2023-10-18
24798,N,210795,001,NCE,2023-07-20
25413,N,213793,001,I-892,2025-06-16
24190,N,022406,002,M-284,2023-03-10
25211,N,212576,001,ODE-316,2027-07-07
25560,N,210875,005,NP,2023-05-21
25259,N,213217,001,I-874,2024-09-14
25173,N,213189,001,NCE,2025-12-14
25390,N,209569,001,ODE-282,2026-12-20
25566,N,212269,001,ODE-421,2028-04-30
24246,N,203565,002,NPP,2024-11-19
24508,N,210496,001,I-826,2023-04-08
24207,N,022562,001,ODE-345,2028-01-22
25603,N,213422,001,NDF,2023-07-20
25096,A,209663,001,PC,2023-09-08
25327,N,209884,001,NCE,2024-03-26
25681,N,209510,001,NCE,2025-02-26
24131,N,021880,005,ODE-241,2026-05-28
25932,N,205552,001,PED,2025-02-02
25531,N,214846,001,NCE,2025-12-18
25610,N,208078,001,NCE,2023-11-28
25882,N,202806,001,PED,2025-12-22
24475,N,208716,001,I-877,2024-10-12
24337,N,204114,003,ODE-148,2024-06-22
24577,N,208558,002,ODE-226,2025-12-19
26073,N,207500,002,GAIN,2027-03-06
24906,N,207925,001,ODE-199,2025-08-15
26024,N,209529,001,PED,2023-11-26
24647,N,208772,001,I-847,2023-05-22
24449,N,203255,005,ODE-268,2025-06-29
24687,N,210115,002,ODE-360,2028-07-16
24202,N,022496,002,NPP,2024-03-22
25642,N,213498,010,NCE,2026-03-18
25834,N,021196,001,PED,2026-04-26
25346,N,215887,001,NCE,2028-04-25
24343,N,204114,002,ODE-148,2024-06-22
25105,N,212839,002,NCE,2025-03-10
25291,N,215498,003,NCE,2026-07-20
25753,N,212608,001,ODE-366,2027-01-09
25845,N,022406,002,PED,2023-09-10
25933,N,205551,001,PED,2026-12-15
25099,N,213137,002,ODE-394,2028-12-17
25831,N,022068,003,PED,2029-03-23
24680,N,205836,001,NPP,2024-08-27
25542,A,212433,001,CGT,2023-03-13
24623,N,208573,003,ODE-239,2026-05-15
24746,A,209549,002,PC,2023-09-08
24908,N,207925,001,ODE-338,2027-12-21
24362,N,201292,001,ODE-230,2025-01-12
25914,N,204114,002,PED,2025-11-04
25405,N,214120,002,ODE-320,2027-09-01
25551,A,216159,001,PC,2024-01-02
24474,N,208716,001,NPP,2024-10-12
25474,N,211150,001,ODE-255,2026-08-14
24223,N,050709,001,ODE-360,2028-07-16
25778,N,217417,001,ODE-426,2030-03-22
24641,N,208743,001,I-907,2025-12-19
25480,N,212725,002,ODE-265,2026-08-15
24538,N,208065,001,I-853,2023-12-18
24569,N,209606,001,ODE-151,2024-08-01
25794,N,212526,001,NCE,2024-05-24
24539,N,208051,001,I-823,2023-02-25
24470,N,208400,001,ODE-138,2024-04-25
25171,N,213388,001,NCE,2023-07-23
25637,N,213498,002,NCE,2026-03-18
25559,N,211810,001,NCE,2024-08-02
24491,N,210491,001,ODE-247,2026-06-21
24856,N,204630,001,ODE-113,2023-04-08
25962,N,022063,004,PED,2023-03-13
25781,N,211280,001,NCE,2025-01-31
24102,N,021323,001,NPP,2026-05-12
25977,N,208082,003,PED,2024-12-24
25461,N,215256,002,NP,2024-06-04
25093,N,214907,001,I-905,2025-12-16
24274,N,202570,001,ODE-328,2028-01-14
25424,N,210136,007,NP,2026-05-23
24688,N,210115,001,ODE-269,2025-05-24
24457,N,204447,001,M-267,2023-11-13
24060,N,021986,005,ODE-225,2025-12-21
25017,A,208256,001,PC,2023-04-18
24452,N,203255,003,ODE-268,2025-06-29
25853,N,022406,002,PED,2023-04-11
24121,N,021825,002,ODE-420,2028-04-30
24243,N,203565,003,I-915,2026-05-31
24447,N,206829,001,NPP,2025-04-21
24356,N,204384,001,ODE-251,2026-08-09
24811,N,208030,002,ODE-418,2028-04-30
24972,A,209700,002,PC,2023-09-08
24929,N,209176,001,ODE-144,2024-05-05
25329,N,212887,001,NCE,2026-01-21
25052,N,022075,002,NCE,2024-08-27
24263,N,205755,001,ODE-145,2024-05-26
25851,N,022406,004,PED,2023-04-11
25403,N,213702,001,ODE-304,2027-06-15
24211,N,022580,004,NPP,2025-06-24
25273,N,213736,001,ODE-292,2027-04-17
24519,N,210493,001,NCE,2023-04-19
24607,N,208082,001,M-54,2024-06-24
25132,N,216951,002,NCE,2028-02-01
25676,N,214985,002,NCE,2027-04-07
24586,N,208558,001,ODE-226,2025-12-19
25266,N,213736,003,ODE-404,2029-08-26
25870,N,201281,002,PED,2026-12-20
24936,N,211155,001,NCE,2023-09-24
24328,N,204026,002,ODE-297,2027-05-14
26010,N,208341,001,PED,2027-09-19
24544,N,207500,002,NCE,2020-03-06
24359,N,201292,003,ODE-230,2025-01-12
24179,N,022334,001,ODE-108,2023-02-26
24299,N,203188,001,ODE-190,2024-05-17
25874,N,205834,002,PED,2024-10-07
24542,N,207501,001,NCE,2020-03-06
25281,N,214375,001,NCE,2027-12-23
25669,N,213246,001,ODE-412,2029-09-21
24184,N,022395,001,I-838,2023-07-17
25706,N,212904,001,NCE,2026-03-10
24695,N,208700,001,ODE-166,2025-01-26
24914,N,207925,002,ODE-338,2027-12-21
25224,A,215673,001,CGT,2023-11-18
24632,N,208447,001,ODE-133,2024-03-27
24826,N,208684,001,ODE-252,2026-06-07
25363,N,216196,002,NCE,2027-02-17
24991,N,212480,002,ODE*,2024-04-07
25897,N,204026,003,PED,2027-11-14
24407,N,202293,001,I-857,2024-04-30
25018,A,216845,002,CGT,2023-03-29
25086,N,212273,001,NCE,2024-10-21
25602,A,214512,001,CGT,2023-11-20
24755,N,211172,001,NCE,2023-10-05
25440,A,217796,001,CGT,2024-01-23
24287,N,202806,002,I-894,2025-06-22
24398,N,205552,001,ODE-152,2024-08-02
25200,N,215352,001,NP,2026-05-05
25967,N,206111,003,PED,2026-12-20
25645,N,215309,001,I-896,2025-07-18
25024,N,210861,002,ODE-215,2025-11-26
25027,N,210861,002,NCE,2023-11-26
25780,N,211280,002,NCE,2025-01-31
25422,A,216120,002,CGT,2023-01-29
24707,N,210563,003,ODE*,2023-03-04
25257,N,213217,001,I-817,2026-01-19
25419,N,212520,001,NP,2023-07-08
24618,N,208573,001,ODE-239,2026-05-15
25631,N,217026,001,NCE,2028-03-10
25333,N,212888,002,NPP,2025-03-29
25365,N,216196,003,NCE,2027-02-17
24697,N,210563,001,ODE*,2023-03-04
24605,N,208082,003,M-54,2024-06-24
25552,A,216159,002,PC,2024-01-02
25521,N,214662,001,NPP,2026-03-13
24075,N,022030,002,I-861,2024-06-17
24473,N,208587,001,ODE-150,2024-07-07
25576,N,215413,001,NPP,2026-06-15
25163,N,213411,002,NCE,2025-04-17
24686,N,210115,002,ODE-269,2025-05-24
24989,N,212480,001,ODE*,2024-04-07
24535,N,208065,002,I-853,2023-12-18
25039,N,212102,001,ODE-312,2027-06-25
25268,N,213736,002,NCE,2025-04-17
25671,N,213246,002,ODE-301,2027-05-08
25322,N,215401,002,NP,2025-03-22
24543,N,207501,001,ODE-305,2022-03-06
24645,N,208772,001,ODE-142,2024-04-28
24882,N,209806,003,M-275,2024-09-17
25819,N,021995,003,PED,2024-06-04
24138,N,021880,003,ODE-245,2026-05-28
24098,N,021290,002,ODE*,2024-09-05
24837,N,206038,001,ODE-123,2023-09-28
24310,N,203389,001,ODE-162,2024-12-22
24759,N,211651,004,NCE,2023-10-16
25245,A,216859,001,CGT,2023-04-05
25176,N,211964,001,NCE,2026-04-02
24196,N,022433,002,M-283,2025-05-09
25502,A,207991,001,PC,2023-03-20
24438,N,202429,001,ODE-158,2024-11-06
25750,N,212608,001,I-864,2024-06-16
24126,N,021845,001,M-287,2026-01-31
25487,N,211675,002,NCE,2024-08-16
24922,N,208341,001,NPP,2023-03-19
25748,N,212608,001,NCE,2025-01-09
24083,N,022074,002,ODE-156,2024-09-15
25535,A,209348,001,PC,2023-03-06
25135,N,212690,001,ODE-361,2027-07-21
25042,N,212102,001,ODE-393,2029-03-25
25141,N,214998,004,ODE-398,2029-04-28
24371,N,203496,005,ODE-272,2026-10-18
25160,N,211728,001,ODE-289,2027-04-15
24054,N,020825,002,M-232,2025-01-28
25318,N,215833,001,NCE,2027-03-23
26032,N,217003,001,PED,2026-02-24
25295,N,215498,001,NCE,2026-07-20
24500,N,210867,001,ODE-193,2025-06-13
25691,N,213969,001,ODE-324,2027-11-20
24863,N,207968,001,M-263,2023-07-23
25809,N,021986,004,PED,2026-06-21
24264,N,021883,001,NCE,2019-05-23
25108,N,212839,003,NCE,2025-03-10
24443,N,205832,001,I-825,2023-03-09
25833,N,022068,003,PED,2025-09-22
24839,N,205422,002,I-913,2026-05-10
25228,N,215814,001,NCE,2027-12-01
25774,N,213138,001,NP,2023-01-24
24551,N,206910,001,M-263,2023-07-23
24781,N,204441,002,ODE-178,2025-04-23
24431,N,202192,001,ODE-373,2028-09-22
24773,N,208692,003,ODE-227,2026-01-14
24358,N,201292,003,ODE-115,2023-04-15
24642,N,208772,002,ODE-142,2024-04-28
25007,A,208008,001,PC,2023-03-20
24568,N,209401,001,ODE-287,2024-08-03
25775,N,213138,001,ODE-367,2027-01-24
25162,N,213411,002,ODE-309,2027-04-17
24950,N,210868,002,ODE-219,2025-11-02
25429,N,210136,002,NP,2026-05-23
25649,N,211371,001,NPP,2025-06-16
24253,N,205435,001,NCE,2019-06-20
25955,N,202270,002,PED,2023-02-12
24833,N,208464,001,NPP,2025-10-17
25401,N,211911,001,NP,2023-03-04
24807,N,211288,002,ODE-206,2025-09-27
25355,N,216993,001,ODE-437,2030-07-20
25563,N,210875,004,NP,2023-05-21
25595,N,216157,001,NCE,2024-11-25
25226,N,212937,001,NP,2025-09-20
25703,N,211616,001,NCE,2025-02-21
25386,N,216340,001,NCE,2027-12-12
24711,N,210563,004,ODE-405,2029-08-24
24726,N,210450,002,NCE,2023-07-23
25604,N,212122,001,NC,2023-07-23
24622,N,208573,003,ODE-211,2025-11-21
25053,N,022075,001,NCE,2024-08-27
24677,N,209940,001,I-916,2026-06-05
24363,N,201292,001,M-276,2025-04-07
24790,N,208627,001,NCE,2023-07-13
25451,N,212801,001,NCE,2025-03-06
25830,N,022044,001,PED,2024-06-04
24834,N,209092,001,NPP,2024-12-10
25600,N,217514,001,ODE-428,2030-03-16
25611,N,208078,001,ODE-223,2025-11-28
24074,N,022023,001,D-186,2025-05-02
25246,N,216227,001,NP,2025-09-27
25237,A,205941,001,PC,2024-01-27
25578,A,214271,002,CGT,2023-01-09
25798,N,213051,001,M-252,2023-01-16
24304,N,203214,001,I-879,2024-12-14
25974,N,209394,001,PED,2026-10-30
25307,N,215910,001,ODE-414,2029-11-17
25653,N,209964,001,ODE-234,2026-04-22
24236,N,201532,001,ODE-107,2023-01-28
24237,N,201532,001,M-280,2025-09-13
25664,N,213246,001,NCE,2025-05-08
24710,N,210563,003,NPP,2025-08-24
24290,N,202806,001,ODE-147,2024-06-22
25857,N,022433,002,PED,2024-05-05
24730,N,206709,001,M-281,2025-07-14
24736,N,207223,002,NCE,2023-08-20
24873,N,207924,001,I-890,2025-06-13
24911,N,207925,002,ODE-190,2024-05-17
24546,N,207500,001,ODE-90,2022-03-06
24089,N,021038,002,NPP,2025-12-16
25525,N,213953,002,NP,2025-07-27
25735,N,209388,001,NP,2023-06-19
24496,N,210251,001,ODE-256,2026-06-18
24147,N,021882,001,M-263,2023-07-23
25038,N,210557,001,NCE,2024-06-21
25308,N,213378,004,NCE,2026-05-28
25869,N,201281,003,PED,2026-12-20
24970,N,208264,002,ODE-129,2024-01-26
24630,N,206073,001,M-252,2023-03-30
25078,N,213586,003,NP,2026-04-28
24532,N,208183,001,NPP,2023-08-31
25172,N,213388,001,NP,2023-05-29
24768,N,208692,001,I-873,2024-09-17
25988,N,210563,003,PED,2030-02-24
25877,N,204671,001,PED,2024-10-07
24298,N,203188,001,ODE-189,2024-07-31
24484,N,205598,001,ODE-170,2024-12-20
24124,N,021825,001,ODE-417,2028-04-30
25623,N,213871,002,NPP,2026-02-09
25278,N,213312,001,NP,2024-11-22
24767,N,208692,001,ODE-375,2028-09-17
24564,N,209776,001,NCE,2022-08-29
24867,N,207924,002,I-891,2025-05-10
24938,N,211155,002,NCE,2023-09-24
25730,N,022231,001,ODE-406,2029-09-14
25673,N,213246,002,ODE-302,2027-05-08
24733,N,206709,002,ODE-403,2029-07-14
25946,N,202192,001,PED,2026-06-19
25391,N,212028,002,NCE,2025-04-07
24487,N,210491,002,ODE-173,2025-02-12
24467,N,207695,001,NPP,2023-03-23
25258,N,213217,001,ODE-274,2030-01-19
24879,N,209806,004,M-275,2024-09-17
25476,N,211150,001,I-846,2023-10-13
25485,N,211675,002,I-919,2026-05-18
24825,N,208684,001,ODE-130,2024-02-09
24550,N,206910,003,M-263,2023-07-23
25524,N,213953,003,NP,2025-07-27
26039,N,213491,001,PED,2025-06-22
25634,N,213498,009,NCE,2026-03-18
25331,N,212887,001,M-273,2025-01-31
25950,N,202192,004,PED,2026-11-24
25334,N,212888,002,D-184,2025-01-31
24248,N,203565,001,I-915,2026-05-31
24397,N,205552,001,ODE-117,2023-05-06
25460,N,215256,005,NPP,2025-12-23
25330,N,212887,001,NPP,2025-03-29
24887,N,206947,001,ODE-196,2025-08-15
25215,N,214787,002,NCE,2025-10-22
24683,N,205837,001,NPP,2024-08-27
25741,N,209575,001,NP,2023-01-10
25500,N,213464,002,NCE,2025-08-06
24366,N,201292,002,M-276,2025-04-07
24107,N,021366,002,ODE-118,2023-05-27
24591,N,208558,001,I-914,2026-05-31
24629,N,210854,002,NCE,2023-10-24
24403,N,202293,002,I-834,2023-05-05
25311,N,213378,001,NCE,2026-05-28
25183,N,209471,001,NP,2026-03-01
24541,N,207501,001,ODE-90,2022-03-06
25941,N,202192,001,PED,2029-03-22
25708,N,214770,001,NP,2024-05-31
24771,N,208692,002,ODE-375,2028-09-17
24228,N,201280,001,M-252,2023-03-30
25000,N,211723,001,ODE-299,2027-01-23
25767,N,212608,005,I-864,2024-06-16
24292,N,202806,001,I-908,2026-03-16
25782,N,211280,003,NCE,2025-01-31
24322,N,204026,004,ODE-296,2027-05-14
25723,N,217639,002,NCE,2028-01-27
24624,N,208573,003,M-265,2023-10-16
25426,N,210136,004,NP,2026-05-23
24440,N,204096,001,ODE*,2025-05-24
25507,N,209899,002,I-860,2024-05-27
24268,N,202570,002,I-852,2024-01-14
24282,N,202806,002,ODE-182,2025-04-30
24988,N,212480,001,ODE-258,2026-08-28
24082,N,022074,003,ODE-156,2024-09-15
24133,N,021880,004,ODE-131,2024-02-22
24794,N,211192,001,ODE-242,2026-05-02
24204,N,022512,003,I-862,2024-06-21
