ndc_product_code,label_id,id
70518-3424,d0ca85fa-8b80-4a48-a1a4-a1c181821c39,64744
64380-933,a8817f22-8478-49b9-8354-ab27ca222c6b,50134
43353-156,be5f4eed-742a-4257-98ff-633111dc877d,6860
79921-202,36fc4c5b-bab8-426f-8c2f-388743cc7488,139164
77267-002,a53eaa99-3c3d-01a9-e053-2a95a90a7ca4,118855
0713-0704,fab011c0-6924-653a-832f-c5a9261790e2,7670
69238-1505,c7d079fb-507f-436f-b794-2171b7d97067,36862
21624-001,9a84e50c-504a-4e7d-8595-ebce7d78d127,47274
0093-0771,99e0e848-f8f3-4b42-b880-8fbc42633948,28754
71335-1456,9e3bffb9-f66e-4c73-befc-e60d769f6610,26083
50090-1795,5edc5d32-43d5-4418-9832-40363a919edc,40727
69509-058,7379b7b2-13de-4951-8593-d0d988991507,58557
67226-2845,c7f05046-3641-4d7b-8399-f5c7c3e9ed33,117019
45865-860,20c699bc-0cee-5984-e054-00144ff88e88,8437
70518-2626,beba3da1-e80d-45b4-9bd6-3ed85c9482f3,59969
64380-970,90a46849-5b75-467b-9bc5-8f192d4d20d2,28343
0067-8201,920c8898-e222-4b91-afc5-04d25317ade7,101187
77267-004,a6455581-0280-48cf-e053-2995a90a26c1,105912
71610-217,d6a1df2e-c111-4ee7-9d56-469db19b7c60,48305
58274-006,8b3e7a02-8822-4925-b011-1d45f4a3540e,83502
0527-1382,b0442dc3-7f06-4f67-ab14-f338ae5173e7,25030
0378-9104,e98a2692-1cb9-4994-98d8-1d8d9ef1a256,12995
71014-021,fe241762-4236-4fbe-bceb-e2dc75a23bcb,109703
71101-011,cea6cdab-28a5-5bd0-e053-2a95a90a1295,134063
0316-0232,7b303360-cbca-8233-e053-2991aa0a902f,144436
0143-9203,a24ff5f2-0a9a-4222-9135-1d4094ddd2e0,19750
72197-031,acdd69e7-1225-c813-e053-2995a90ab4b1,112165
68084-105,ba039e48-7bde-4fc5-bd39-8c9dfa98fada,38224
68400-501,75b0515c-f3ac-4ee2-b818-595c233f1cb3,56737
16590-254,33bc102c-31a3-4fd9-9702-c1193d7699a3,373
0781-6136,91950983-4884-40d1-abd8-bcc953d61b7f,27921
69715-100,867efd8d-1507-4543-afdf-d717102330f6,88873
36800-388,b5434599-5485-4949-9d76-b1ef3ad17c1a,97571
69097-939,76c055aa-d96a-42e5-a670-1db63b9c1dd6,68413
30805-015,a35ad6ce-700c-5b42-e053-2995a90a7da6,102601
11822-1630,13618054-d0c5-4190-b626-e7e91b855738,146257
63304-223,e6b1c980-bb0c-4805-8e0d-9f8f8e9bfdde,9760
74004-137,a3bbca4b-3136-69f6-e053-2a95a90a7c77,117197
0409-1109,de1c2dcd-295b-47ce-b7a1-a8be59939a54,42575
70934-139,795f1b00-cee3-1765-e053-2991aa0a90cc,19659
72189-347,dc9e2088-e11e-7d32-e053-2a95a90a2995,63783
63629-9530,f3c0cd83-0a30-4d16-9516-407d3e412f62,67436
68745-2109,7636c493-0c22-48d2-abde-ce84acb35b37,135975
10866-0090,5c63ebaf-c26b-2b92-e053-2991aa0a3a21,20690
72485-110,2bd238d4-4657-4341-9c28-1b468b8f3bf8,22165
0409-3178,2f94f711-14c4-48ec-c5a3-c5ec4b8e8729,44719
50090-2058,19843a3c-eb6e-4522-86b8-6804b700f426,34488
71872-7167,8efd638d-0fc5-1678-e053-2a95a90aafd2,16177
67938-0938,43a0d4b3-09d0-4b3e-b656-1817e480fc31,83222
0113-6011,9d87da79-e681-444b-b7a1-a1587577c9f2,147180
42571-130,39c8f172-9dc6-4adf-8e7f-4d1cb6940926,56719
13668-016,6ab24168-058d-496e-9023-da8ee6353eb3,27649
58443-0513,d590d945-eb95-9749-e053-2995a90a09af,141397
63323-358,e76d8d83-3691-451c-a32c-d91448c54d16,47417
70186-581,3277c5f1-9023-4139-b38d-60c9af54cd03,118203
70710-1069,5876e062-e604-42a7-99c3-5da30b8dac06,29012
70868-910,cf931001-95bd-4900-98d5-f5ef54b49d99,31818
78048-001,a60d0b61-d166-0fad-e053-2a95a90a6707,105612
68071-2776,e2ad2dae-311d-7b9c-e053-2995a90aa380,64849
60760-550,8258040c-4988-fb63-e053-2a91aa0a2cde,29074
69968-0268,48bba584-b27f-4d92-b6ea-fb49fe8c3489,131941
21922-031,d33829fc-86df-4e28-82c3-9dbcd8a9e28d,57433
43063-679,355811f0-2885-0d49-e054-00144ff8d46c,52919
70518-1094,87045b25-4d54-44fa-baed-1aefdad98574,38037
81428-072,9499fde0-ec1c-4880-b83b-62bc78686d99,145377
64725-0994,4890cf77-8da3-46ae-b6f6-abea7aae6b4d,7519
0548-5632,ab8118dc-aca8-478b-8290-a468cbe36ae1,13178
63187-747,81a8b199-524e-40e4-898a-c485cbf8bc22,28442
71995-000,c4e4c228-a218-442a-e053-2a95a90ad6fc,127626
0363-7390,724554ab-60b8-46c8-96a8-a98242604e3b,139188
70199-003,4a5d81fc-ad25-4c3f-a91c-93fe334c02e5,20673
45802-001,0a6bfcea-7deb-4ab2-bb6f-abe21abfa1c1,124782
55221-0001,5a682bfa-eeaa-4e7e-bf75-f2a67ece957b,951
82749-002,88e6418c-ceb3-4bd6-8765-b476d8bf3ff3,149769
53329-797,26e10080-d389-4994-e054-00144ff8d46c,133060
71338-137,4bcc2415-2408-6f29-e054-00144ff8d46c,133373
80698-798,5bf577e2-5e5b-497d-bf50-4dcd6662d632,118746
12634-529,792c3767-f660-4d13-89ed-c69e925f2232,315
58503-079,8ba93ad8-62de-4470-ad63-199f0646346d,95292
47682-620,9b28fed0-a993-ca72-e053-2995a90ac7fd,126850
10544-565,c4c5fe65-b476-482a-8e53-36f7be4748dc,7998
53603-2005,5b6776a9-9175-4b1d-9713-dfa0411bad77,79737
