id,appl_type,appl_no,product_no,patent_no,patent_expire_date,drug_substance_flag,drug_product_flag,patent_use_code,delist_flag
232090,N,213137,002,10017491,2032-12-28,,Y,,
234175,N,208798,008,11173259*PED,2041-01-06,,,,
234446,N,214358,003,7932273*PED,2026-03-07,,,,
218930,N,202799,003,7550433,2026-06-02,,,U-1238,
225349,N,202714,001,8207127,2025-04-14,,,U-2319,
232055,N,022272,006,10675278,2023-11-20,,Y,,
225496,N,214793,001,10947197,2037-06-09,Y,Y,U-3130,
229210,N,211913,005,9700535,2035-08-04,,Y,,
222900,N,216951,004,11117871,2038-03-13,Y,Y,U-3535,
232235,N,202860,001,9701538,2029-01-28,,Y,,
221110,N,209521,003,9255068,2033-02-09,Y,Y,U-2408,
228807,N,022272,004,11304908,2027-08-24,,Y,,
229730,N,022200,002,7563871,2024-04-15,,Y,,
220875,N,209195,001,8735372,2028-03-21,Y,Y,U-2039,
221513,N,022200,001,7456254,2025-06-30,,Y,U-3189,
232057,N,021986,005,8680103,2025-02-04,,Y,,
225202,N,203565,002,8895612,2027-01-08,,,U-3051,
227514,N,022437,001,10166181,2029-06-30,,Y,,
226365,N,209500,003,10117867,2029-05-27,,,U-3271,
228274,N,204114,001,9271941,2032-01-28,,Y,,
220999,N,205739,001,9492476,2033-10-08,,,U-1766,
227281,N,210132,002,10052386,2032-11-21,,Y,,
218200,N,207925,001,9670163,2026-12-28,,Y,U-1311,
230492,N,204242,004,10946010,2032-09-18,,Y,,
224133,N,215498,002,10981952,2031-11-08,,,U-3648,
232276,N,211155,002,RE46621,2032-05-17,Y,Y,,
222717,N,213690,001,10213512,2030-10-01,,Y,U-1631,
226354,N,212102,001,11040018,2037-08-02,,,U-3347,
222470,N,214985,002,9732075,2033-06-12,Y,Y,U-620,
233051,N,200603,004,9259423*PED,2031-11-23,,,,
227848,N,215457,001,8425462,2024-11-23,,Y,,
220486,N,211150,001,8354430,2026-02-06,,,U-1101,
228218,N,216018,002,11510878,2038-01-24,,Y,,
217956,N,207202,002,8547248,2030-12-18,,Y,U-2167,
221471,N,215498,003,10487111,2031-11-08,,,U-3186,
233060,N,200603,002,8729085*PED,2026-11-26,,,,
222869,N,216354,003,9550780,2033-09-18,Y,Y,U-3055,
219213,N,204026,002,8673939,2023-05-15,,,U-2254,
233335,N,204275,002,7439393*PED,2025-11-21,,,,
219986,N,212614,001,10406172,2030-06-15,,Y,U-2733,
229174,N,207202,004,8258962,2030-11-25,,Y,,
232343,N,208799,003,8714149,2032-02-25,,Y,,
228317,N,211225,001,8188276,2023-01-31,Y,Y,,
224420,N,208558,001,8143241,2027-08-12,,,U-2832,
229412,N,021361,002,7906542,2025-06-01,Y,Y,,
223335,N,021642,001,9415007,2024-07-28,,,U-1896,
225427,N,209510,002,9084765,2034-02-26,,,U-3467,
216659,N,022192,003,9074256,2031-02-10,,,U-1674,
225730,N,204275,001,11116721,2029-02-26,,Y,U-1691,
225488,N,209363,001,11020377,2035-09-04,,Y,U-2583,
230888,N,021977,003,7223735,2023-02-24,,Y,,
233556,N,207695,001,8168614*PED,2030-07-20,,,,
220058,N,212273,001,10081621,2031-03-25,,Y,U-2652,
234007,N,208799,005,9987229*PED,2025-03-01,,,,
231055,N,208090,002,8449909,2025-03-24,,Y,,
229529,N,208399,001,8178550,2027-04-04,Y,Y,,
226218,N,207103,003,7456168,2023-01-16,,,U-2515,
219949,N,209816,001,10383884,2037-10-31,,,U-2576,
225812,N,214826,003,8999393,2034-01-08,,Y,U-3210,
222633,N,216185,001,11337943,2040-06-05,,Y,U-3660,
225589,N,205437,003,9724330,2023-03-19,,,U-3276,
227487,N,211988,004,10398686,2034-03-13,,Y,,
223946,N,208447,001,11673877,2038-03-27,,Y,U-3647,
217955,N,202806,001,8415345,2030-01-20,Y,Y,U-2031,
220963,N,209589,001,9827231,2034-06-26,,Y,U-2162,
219904,N,205834,002,8580765,2028-03-21,Y,Y,U-1470,
231844,N,207500,002,6812238,2025-10-31,Y,,,
233880,N,208510,001,7659254*PED,2023-08-24,,,,
232353,N,212849,002,11110094,2032-04-10,,Y,,
222949,N,207932,007,9655843,2027-07-23,,Y,U-1556,
226743,N,205787,001,7731686,2026-06-10,,Y,,
217069,N,208944,001,8389578,2028-01-22,,,U-2105,
225825,N,020866,001,8613947,2032-04-30,,Y,U-976,
228568,N,207921,002,10695512,2031-05-18,,Y,,
228675,N,208623,001,11304940,2038-05-30,Y,,,
225679,N,203188,001,8324242,2027-08-05,,,U-1906,
231624,N,208794,001,7553840,2027-12-11,Y,,,
233297,N,204026,002,8673939*PED,2023-11-15,,,,
233705,N,210563,001,8735403*PED,2027-06-28,,,,
230757,N,021529,002,8722037,2027-09-28,,Y,,
231189,N,206406,001,10166190,2028-05-30,,Y,,
217370,N,205874,001,9328133,2024-02-18,Y,Y,U-1577,
221981,N,211723,001,9889138,2035-10-16,,,U-2853,
234291,N,206510,001,7754731*PED,2029-09-11,,,,
231173,N,213378,003,9119848,2031-08-30,Y,,,
216498,N,208745,001,9919024,2031-09-15,,,U-2230,
216515,N,022369,001,8263054,2023-01-15,,,U-1277,
227542,N,210632,003,9782376,2036-12-01,,Y,,
220793,N,210498,001,8193229,2023-03-13,,,U-2330,
234413,N,212690,001,9486426*PED,2033-09-15,,,,
234383,N,213801,001,7342117*PED,2024-05-04,,,,
227021,N,203752,003,9833419,2028-07-10,,Y,,
228377,N,201655,004,8075872,2023-11-20,,Y,,
231164,N,022272,001,10369109,2023-06-16,,Y,,
217583,N,209806,001,9439902,2030-10-21,,,U-2214,
219663,N,209210,001,8461105,2025-04-13,,Y,U-2597,
228475,N,212849,004,11110094,2032-04-10,,Y,,
226402,N,021964,001,9492445,2029-09-30,,Y,U-1185,
228181,N,212273,002,8754224,2026-12-28,Y,Y,,
218460,N,210491,001,10058546,2033-07-15,,,U-2399,
226377,N,209363,001,11324721,2035-09-04,,Y,U-3302,
219465,N,203312,001,8557283,2028-12-26,,Y,U-219,
227347,N,204790,003,8129385,2027-10-05,Y,Y,,
231116,N,207960,001,8287903,2031-02-15,,Y,,
216941,N,202788,005,9289387,2027-01-25,,Y,U-55,
226645,N,209184,001,8685442,2032-11-16,,Y,,
225122,N,212304,001,10966936,2038-08-11,,Y,U-3334,
226400,N,208780,001,7635707,2029-04-22,,,U-2073,
229288,N,206977,009,11096913,2037-02-28,,Y,,
218910,N,022504,001,8784878,2023-07-13,,Y,U-1545,
228035,N,205122,005,9555005,2033-03-19,,Y,,
220858,N,208462,002,9175017,2029-06-16,,,U-2434,
225032,N,215498,001,11365182,2039-06-20,,,U-3187,
223794,N,211580,001,8647605,2029-02-11,,,U-2464,
234178,N,208798,002,8651103*PED,2028-09-26,,,,
222828,N,217639,002,8399520,2023-12-25,Y,Y,U-3523,
234348,N,208658,001,9949997*PED,2034-11-17,,,,
224498,N,212690,001,9050302,2033-03-15,,,U-1532,
228005,N,201655,004,8309060,2023-11-20,,Y,,
224840,N,212157,001,9572819,2036-05-27,,Y,U-2718,
226845,N,213983,001,8129385,2027-10-05,Y,Y,,
226777,N,212123,004,8932557,2029-05-19,Y,,,
218745,N,206627,007,8808740,2031-12-21,,Y,U-1556,
231791,N,209627,001,10940157,2039-06-21,,Y,,
223528,N,204275,002,7439393,2025-05-21,Y,Y,U-1691,
219543,N,202834,004,6949571,2024-06-08,Y,Y,U-2429,
226785,N,209091,002,7919598,2029-12-16,Y,,,
229064,N,021929,002,8528545,2028-10-16,,Y,,
222339,N,209360,003,11559559,2034-12-18,,,U-3514,
222742,N,216660,001,9872865,2033-12-24,,,U-3460,
231535,N,206627,005,9675610,2023-06-16,,Y,,
228328,N,206030,001,8410077,2029-03-13,,Y,,
217603,N,202293,001,8329648,2026-08-18,,,U-2139,
219689,N,209311,004,9034902,2032-03-23,,,U-2357,
219687,N,209311,003,9034902,2032-03-23,,,U-2357,
229153,N,201699,001,7863249,2027-07-31,Y,Y,,
234536,N,214187,002,8921341*PED,2033-05-16,,,,
216753,N,021977,004,7678770,2023-02-24,,,U-842,
231708,N,213953,002,10576090,2030-12-31,,Y,,
220695,N,050805,001,8709478,2024-04-07,,,U-1063,
226887,N,212038,006,10688060,2035-10-30,,Y,,
226469,N,213586,003,9925268,2025-01-12,,Y,,
231711,N,022051,002,9320862,2024-11-06,,Y,,
220099,N,202057,001,8623406,2030-04-29,,,U-2692,
224626,N,202860,001,10124142,2025-08-18,,,U-3037,
231979,N,201655,007,8309122,2023-02-04,,Y,,
233014,N,201281,003,10022379*PED,2029-10-02,,,,
220743,N,021977,007,7718619,2023-02-24,,Y,U-842,
219035,N,206099,001,9649456,2030-10-21,,Y,U-2010,
233411,N,205552,001,8008309*PED,2028-05-13,,,,
219005,N,022321,002,8158156,2027-06-19,,,U-1510,
232847,N,022200,002,7456254*PED,2025-12-30,,,,
230909,N,201655,006,8309122,2023-02-04,,Y,,
233456,N,204629,001,9949997*PED,2034-11-17,,,,
230233,N,204417,001,8431156,2027-10-31,,Y,,
228923,N,210854,003,10392406,2036-04-27,Y,,,
224843,N,208194,001,11103483,2031-01-28,,Y,U-1971,
228520,N,208799,001,10561808,2032-01-01,,Y,,
224785,N,210045,002,10925835,2038-06-14,,,U-2410,
230353,N,209637,001,8579869,2023-06-30,,Y,,
220022,N,022200,002,8461105,2025-04-13,,Y,U-2590,
226998,N,210563,002,9296753,2033-10-30,Y,,,
221670,N,214755,002,11583510,2042-02-07,,,U-3578,
218971,N,020947,001,8618164,2029-07-10,,,U-1477,
230516,N,206406,001,11419823,2028-05-30,,Y,,
222795,N,205422,003,8618109,2026-04-12,,,U-3281,
229489,N,203312,004,9089608,2028-12-26,,Y,,
221787,N,208910,002,10959949,2035-03-13,,Y,U-3104,
223447,N,210583,001,11458145,2039-03-08,,,U-3318,
220382,N,205879,002,7943582,2029-02-26,Y,Y,U-2632,
232660,N,022068,003,8293756*PED,2028-03-25,,,,
225740,N,202192,001,8822481,2028-06-12,,,U-3228,
219700,N,018705,002,7872049,2029-03-12,,Y,U-2223,
218206,N,207925,002,8629162,2025-06-24,,,U-2234,
221393,N,213217,001,11591340,2037-08-15,,,U-2666,
230544,N,209091,002,8221786,2028-03-21,,Y,,
216329,N,022410,002,8475832,2030-03-26,,Y,U-1411,
219286,N,202107,001,9829495,2036-08-15,,,U-1643,
222682,N,202057,002,10568861,2033-06-28,,,U-2756,
216815,N,021995,003,7326708,2026-11-24,Y,Y,U-802,
233938,N,208510,002,7687466*PED,2023-08-24,,,,
224674,N,209363,001,11000507,2035-09-04,,Y,U-3169,
231928,N,021880,006,7855217,2024-11-24,Y,Y,,
228271,N,203137,002,8236282,2024-05-21,Y,Y,,
226259,N,203565,004,7754702,2028-02-15,,,U-3312,
217959,N,202806,002,8415345,2030-01-20,Y,Y,U-2031,
227418,N,208700,001,10596276,2038-07-25,,Y,,
221246,N,210450,001,10682351,2036-09-01,,,U-2850,
225439,N,022117,001,7741358,2026-04-06,Y,Y,U-1962,
231922,N,022272,006,9775808,2027-08-24,,Y,,
233483,N,202192,005,8415362*PED,2028-06-24,,,,
216543,N,021883,001,8143212,2023-11-14,,,U-1517,
231340,N,205552,001,9296753,2033-10-30,Y,Y,,
230069,N,207071,001,7700076,2027-09-18,,Y,,
222061,N,202192,003,8829013,2028-06-12,,,U-1622,
221896,N,205596,001,9358297,2031-06-24,,Y,U-3171,
225022,N,022406,004,9415053,2024-11-13,,Y,U-3206,
222797,N,205422,005,8618109,2026-04-12,,,U-3281,
216262,N,203100,001,8633219,2030-04-30,,Y,U-257,
232283,N,208090,004,10525053,2023-07-07,,Y,,
222032,N,214377,003,9993476,2031-05-19,,,U-3062,
222646,N,213246,002,10172851,2037-10-10,,,U-2827,
226975,N,050808,005,9192615,2031-11-17,,Y,,
226111,N,209195,001,11116783,2034-01-30,,Y,U-2039,
218157,N,208558,002,8912187,2024-03-12,,,U-2483,
218705,N,021977,003,7718619,2023-02-24,,Y,U-842,
219864,N,212480,001,9284342,2030-09-13,Y,Y,U-1470,
228308,N,209863,001,9744302,2035-11-19,,Y,,
221283,N,207620,001,9937143,2033-08-22,,,U-3084,
231811,N,022075,001,8318201,2027-09-05,,Y,,
222101,N,216157,001,11020382,2036-12-02,,,U-3134,
222732,N,210854,003,10633397,2036-04-27,,,U-3000,
219908,N,205834,002,8822430,2030-05-12,Y,Y,U-1470,
221490,N,022200,002,7456254,2025-06-30,,Y,U-3189,
233761,N,210563,002,10004746*PED,2031-12-03,,,,
230006,N,217660,002,8754224,2026-12-28,Y,Y,,
234551,N,212614,001,7713938*PED,2027-10-15,,,,
228976,N,209311,005,8927010,2032-03-23,,Y,,
222484,N,203565,001,11433091,2027-01-08,,,U-3435,
228415,N,210455,001,7390791,2025-04-17,Y,Y,,
219355,N,207958,001,9669009,2034-03-14,,,U-2022,
233978,N,208799,006,8978966*PED,2032-07-13,,,,
222759,N,022264,001,9439906,2031-01-26,,,U-2758,
232924,N,022291,002,8828430*PED,2028-02-01,,,,
233854,N,208510,004,7687466*PED,2023-08-24,,,,
221157,N,205437,001,7208516,2023-03-19,,,U-1505,
233373,N,205109,001,10624855*PED,2035-05-26,,,,
231639,N,210563,001,10828259,2036-03-03,,Y,,
218497,N,201688,001,8869794,2028-09-12,,Y,U-909,
227058,N,213953,003,11590146,2030-12-31,,Y,,
231258,N,020533,007,8118802,2023-05-18,,Y,,
219484,N,205060,001,9050308,2033-01-04,,,U-1511,
216306,N,021991,001,8067472,2023-03-04,,,U-892,
228221,N,201739,001,8016788,2025-03-21,,Y,,
223529,N,021937,001,9018192,2026-06-13,,,U-1170,
232275,N,209483,001,9855334,2035-03-11,,Y,,
222731,N,020965,001,11077192,2038-01-12,,,U-3163,
222611,N,214517,001,11633377,2033-01-25,,,U-3003,
221583,N,209510,001,9084765,2034-02-26,,,U-2754,
216143,N,021454,001,7608608,2023-04-21,,,U-1009,
222151,N,215430,001,10786469,2034-11-05,,,U-3419,
231499,N,022249,001,8609863,2026-01-12,,Y,,
220279,N,022200,001,8361972,2028-03-21,,,U-2588,
228132,N,212535,001,10933089,2039-01-15,,Y,,
217761,N,210563,004,10004746,2031-06-03,,,U-2241,
231073,N,200063,001,8088786,2029-02-03,,Y,,
223820,N,204623,001,9339552,2027-10-17,,Y,U-1488,
232035,N,206321,001,11097063,2026-07-17,,Y,,
225648,N,022321,005,8158156,2027-06-19,,,U-1510,
232168,N,215457,001,8939943,2031-02-28,,Y,,
234235,N,209210,001,6824822*PED,2023-04-09,,,,
219185,N,208510,004,7659254,2023-02-24,,,U-727,
226262,N,203565,004,8895612,2027-01-08,,,U-3315,
216965,N,202971,001,8759351,2023-08-06,,Y,U-1530,
216572,N,021060,003,8765680,2024-10-01,,,U-48,
219563,N,022192,002,9157121,2030-04-05,,,U-1674,
216460,N,202799,002,7919461,2026-06-02,,,U-1238,
223045,N,211192,001,9474779,2033-08-19,Y,Y,U-3386,
231991,N,212535,001,10702490,2039-03-15,,Y,,
218756,N,205649,001,8685934,2030-05-26,,,U-1522,
231145,N,209863,002,9180259,2026-01-24,,Y,,
224883,N,021880,006,9056120,2023-04-11,,,U-1982,
229594,N,208798,002,9616024,2024-09-01,,Y,,
226630,N,201739,001,9278182,2026-02-01,,Y,,
219846,N,021880,004,7189740,2023-04-11,,,U-1982,
229586,N,021856,001,7361676,2024-03-08,,Y,,
225785,N,205552,002,9795604,2034-10-24,,,U-2970,
231536,N,206627,007,9750703,2031-12-21,,Y,,
227115,N,213426,001,9012440,2030-04-19,Y,Y,,
228949,N,207947,002,8791122,2030-08-01,Y,Y,,
223658,N,209241,003,10851104,2036-10-28,Y,,U-1995,
222963,N,203312,004,9901640,2028-12-26,,Y,U-219,
228567,N,205395,001,7700645,2026-12-26,Y,Y,,
224054,N,022474,001,10159681,2030-04-13,,,U-2510,
217667,N,210259,001,9796721,2036-07-01,Y,Y,U-2145,
233638,N,207561,001,8148374*PED,2030-03-03,,,,
233508,N,202192,002,8722693*PED,2028-12-12,,,,
228194,N,208791,001,9504666,2033-12-11,,Y,,
228440,N,213137,001,9447071,2035-02-06,Y,Y,,
232033,N,209637,001,9775953,2026-07-17,,Y,,
234303,N,208341,002,8921341*PED,2033-05-16,,,,
227907,N,021610,003,8871779,2029-11-22,Y,,,
223721,N,213736,003,11628162,2040-08-30,,,U-3571,
222933,N,206488,001,9243245,2028-10-27,Y,,U-2098,
230092,N,021947,004,8119158,2024-12-30,,Y,,
230481,N,021272,001,9593066,2028-12-15,Y,,,
222188,N,214187,002,8735372,2028-03-21,,,U-1470,
229016,N,205777,002,9073933,2025-03-30,Y,,,
229357,N,021977,002,7223735,2023-02-24,,Y,,
219825,N,204370,001,RE47350,2029-07-16,,,U-2543,
222365,N,215430,001,11273134,2034-11-05,,,U-3419,
224213,N,210861,002,10285993,2035-11-16,,,U-2470,
220269,N,022200,001,7612176,2025-04-13,,Y,U-2590,
231191,N,214665,002,10519146,2038-05-21,Y,Y,,
216618,N,206829,001,7129232,2028-05-15,Y,Y,U-36,
229065,N,204031,001,8658631,2032-05-16,,Y,,
225988,N,203975,001,8511304,2027-06-14,,Y,U-1476,
221523,N,022200,001,8431685,2025-04-13,,Y,U-3189,
231045,N,206111,004,7579449,2028-08-01,Y,,,
233437,N,205552,001,10125140*PED,2033-12-03,,,,
233274,N,203389,001,10548859*PED,2037-02-16,,,,
218701,N,021977,003,7659254,2023-02-24,,,U-1034,
216135,N,020845,003,8282966,2029-06-30,,,U-1286,
218308,N,204353,002,7943582,2029-02-26,Y,Y,U-2441,
226059,N,209410,004,8895616,2025-11-23,,,U-3054,
224006,N,212819,001,8487093,2029-11-19,Y,Y,U-2586,
229236,N,209863,002,8021335,2026-10-04,,Y,,
226684,N,209862,001,7749194,2028-10-30,,Y,,
219002,N,204623,001,8546450,2030-08-09,,,U-1436,
217302,N,209115,001,7531530,2024-07-23,,,U-2273,
216960,N,202971,004,8030313,2024-10-19,,,U-1632,
223542,N,203469,003,9029533,2026-12-22,,,U-1283,
223614,N,208694,001,8829005,2030-03-15,,,U-1680,
224355,N,208082,002,11648244,2036-03-07,,,U-1995,
221459,N,202806,002,10869869,2033-08-30,,,U-3185,
223043,N,211192,001,9850277,2033-01-18,Y,Y,U-3386,
221972,N,204447,003,11458134,2027-06-15,,Y,U-3463,
231994,N,206940,001,7741356,2029-05-27,Y,Y,,
231831,N,201739,003,9737669,2024-11-23,,Y,,
230424,N,207103,001,RE47739,2027-03-05,Y,Y,,
230702,N,210854,003,10759814,2037-08-09,Y,Y,,
222455,N,208558,001,8912187,2024-03-12,,,U-2823,
223066,N,200533,003,11344512,2028-04-21,,,U-3391,
228857,N,209311,004,11241392,2032-03-23,,Y,,
216864,N,204760,002,7056500,2024-06-29,,Y,U-1185,
223593,N,205437,002,9724330,2023-03-19,,,U-1595,
224929,N,209381,001,10792306,2032-03-09,,Y,U-2310,
227276,N,211810,002,8404700,2027-11-21,Y,,,
221432,N,211150,002,8486947,2029-09-26,,,U-1102,
218477,N,021880,002,9155730,2023-05-15,,,U-2550,
217353,N,205552,001,8476284,2026-12-28,,,U-1456,
222985,N,022036,002,9861607,2027-05-18,,,U-620,
229612,N,203137,001,8236282,2024-05-21,Y,Y,,
229186,N,209862,001,8231573,2028-11-25,,Y,,
216687,N,202788,004,8835460,2027-01-25,,Y,U-55,
227989,N,208082,003,11666566,2033-09-18,,Y,,
225237,N,213801,001,10058536,2036-03-31,,Y,U-3108,
230719,N,204242,001,9439900,2032-09-18,,Y,,
224234,N,208552,001,10335391,2035-06-11,,,U-2567,
219115,N,206627,006,9492391,2027-08-24,,,U-1556,
225878,N,209241,002,10912771,2037-10-10,,,U-1995,
226731,N,021468,001,7465465,2024-08-26,,Y,,
226352,N,214826,004,8999393,2034-01-08,,Y,U-3210,
217556,N,203389,002,8026284,2027-09-22,,,U-1399,
216987,N,203312,004,8454998,2028-12-26,,Y,U-1646,
227742,N,212614,003,9415016,2029-04-02,,Y,,
232509,N,021977,005,7678770*PED,2023-08-24,,,,
220596,N,022200,002,8501698,2027-06-20,,Y,U-2588,
234380,N,212102,001,10478441*PED,2033-11-03,,,,
219192,N,208510,005,7687467,2023-02-24,,Y,U-727,
219555,N,203137,001,8691185,2023-01-24,,,U-336,
228297,N,022029,002,8809615,2030-01-03,,Y,,
230853,N,214628,001,10568850,2038-01-30,,Y,,
222539,N,205552,001,8497277,2026-12-28,,,U-2241,
230299,N,207202,005,8718193,2029-12-05,,Y,,
221122,N,207202,005,9268909,2033-10-15,,Y,U-2168,
231248,N,205703,001,8829054,2033-03-15,,Y,,
232274,N,214324,003,10772883,2030-06-11,,Y,,
228755,N,212489,001,8907099,2027-05-12,Y,,,
230894,N,200533,005,8420056,2023-11-20,,Y,,
228342,N,217171,001,7989589,2027-12-04,Y,,,
216141,N,021453,004,7135465,2023-02-18,,Y,U-167,
216948,N,021775,001,8946262,2030-02-12,,,U-1655,
222677,N,208564,001,10568891,2033-06-18,,,U-2316,
224464,N,209963,001,10973811,2037-02-07,,,U-2226,
218703,N,209022,001,10076615,2029-07-30,,,U-2133,
233598,N,206111,001,10610489*PED,2031-03-30,,,,
229244,N,213312,001,11497737,2040-10-28,,Y,,
222934,N,206488,002,9243245,2028-10-27,Y,,U-2098,
228733,N,022024,002,8668931,2023-09-19,,Y,,
217424,N,208341,001,8735372,2028-03-21,,,U-1470,
227129,N,204275,001,8534281,2030-03-08,,Y,,
221172,N,202057,001,11369582,2033-06-28,,,U-2841,
231537,N,021372,001,7947724,2024-01-30,,Y,,
231114,N,022024,001,9060941,2023-09-19,,Y,,
220263,N,213138,001,8859510,2027-07-31,,,U-2741,
233538,N,202343,005,7125873*PED,2023-01-26,,,,
217066,N,206099,001,9649456,2030-10-21,,Y,U-1719,
233041,N,200603,005,8883794*PED,2026-11-26,,,,
217821,N,204026,003,8198262,2025-06-17,,,U-2254,
234547,N,213138,001,7863249*PED,2028-01-31,,,,
218395,N,211929,002,9707182,2036-09-09,,Y,U-2554,
231942,N,209241,003,10919892,2036-12-22,Y,Y,,
216519,N,201635,004,9622983,2027-11-16,,Y,U-1992,
217920,N,208065,001,9732058,2032-07-25,Y,Y,U-1777,
227654,N,022108,001,7241805,2026-06-27,,Y,,
225707,N,208692,002,11098015,2030-01-15,,,U-2488,
229160,N,209410,002,8895618,2025-11-23,,Y,,
226368,N,209500,002,9199995,2029-03-12,,,U-2713,
234037,N,208799,001,9216260*PED,2031-12-28,,,,
220620,N,021660,001,7923536,2023-12-09,,,U-1290,
226830,N,204592,002,9173854,2030-04-23,,Y,,
232005,N,050795,007,9511031,2034-10-23,,Y,,
218269,N,022291,001,7547719,2025-07-13,Y,Y,U-2451,
231932,N,209311,004,9283214,2032-03-23,,Y,,
218064,N,208686,001,10154987,2036-03-25,,,U-3,
217487,N,021713,001,9387182,2023-12-25,,,U-1529,
229276,N,206977,015,11096913,2037-02-28,,Y,,
234139,N,208798,007,8978966*PED,2032-07-13,,,,
220178,N,202057,002,10278935,2033-06-28,,,U-2701,
226809,N,202570,001,7858643,2029-10-08,Y,Y,,
227590,N,214012,001,9708615,2024-03-08,Y,,,
217019,N,205787,001,10220158,2035-03-20,,Y,U-2500,
230962,N,022184,001,8933127,2025-03-16,,Y,,
228418,N,216196,003,11254652,2038-11-21,Y,Y,,
220907,N,208079,001,9877974,2030-08-31,,Y,U-1858,
221430,N,211150,001,8354430,2026-02-06,,,U-1102,
222080,N,213176,001,10570142,2033-07-02,Y,Y,U-3063,
219146,N,203284,001,10045959,2030-09-22,,,U-1816,
233201,N,205388,001,9278101*PED,2024-01-30,,,,
226999,N,022325,001,7635773,2029-03-13,,Y,,
224402,N,207589,001,10660908,2031-06-10,,Y,U-2627,
224717,N,021272,004,9713599,2024-12-16,,,U-2036,
220259,N,211723,001,10369155,2035-10-16,,,U-2736,
229327,N,204824,008,11497753,2030-03-19,,Y,,
220598,N,022200,002,9884092,2026-08-18,,,U-2588,
221293,N,202880,001,10722511,2033-07-25,,,U-1810,
233610,N,206143,002,7867996*PED,2027-06-12,,,,
232625,N,022012,003,8101209*PED,2026-03-11,,,,
233730,N,210563,001,10752634*PED,2033-12-03,,,,
219999,N,201699,001,7906489,2027-03-04,,,U-2741,
228610,N,201688,001,8069851,2024-09-24,,Y,,
230310,N,214410,001,8987441,2031-09-21,Y,Y,,
228585,N,203137,002,8916131,2028-09-16,,Y,,
222687,N,215515,001,10683501,2036-07-28,Y,Y,U-3396,
232243,N,209863,002,10478560,2026-01-24,,Y,,
223011,N,210854,001,11306106,2037-08-09,,,U-3000,
224265,N,209115,002,7531530,2024-07-23,,,U-2830,
219067,N,204824,007,8579865,2030-03-19,,Y,U-1442,
224872,N,205353,003,8883842,2028-06-13,,,U-1669,
220079,N,210259,001,10167291,2036-07-01,,Y,U-2667,
229297,N,208254,001,11185538,2034-03-14,,Y,,
221318,N,214787,001,11266681,2038-07-10,,,U-3367,
220438,N,210563,004,10478439,2031-06-03,,,U-2665,
228170,N,021977,006,7223735,2023-02-24,,Y,,
228017,N,214253,001,11154498,2036-07-20,,Y,,
232977,N,022433,001,RE46276*PED,2025-04-30,,,,
222282,N,208082,003,11357772,2036-03-07,,,U-1995,
224181,N,211994,001,11234985,2031-01-24,,Y,U-257,
225238,N,211230,001,10959976,2038-06-01,,,U-3151,
224730,N,208510,005,7723305,2023-02-24,,Y,U-727,
218279,N,210884,001,8440631,2026-05-09,,Y,U-1719,
219021,N,205123,001,9353103,2026-07-28,,,U-1467,
233712,N,210563,001,8497277*PED,2027-06-28,,,,
223255,N,213498,002,10220023,2035-12-10,,,U-3103,
226436,N,205580,001,8791270,2026-01-12,,Y,U-1971,
233845,N,208510,004,7671031*PED,2023-08-24,,,,
228216,N,021842,001,9320714,2029-02-03,,Y,,
230921,N,214787,001,10065958,2031-09-16,Y,,,
233704,N,210563,001,8754091*PED,2027-06-28,,,,
216633,N,022249,002,8791270,2026-01-12,,Y,U-1542,
232203,N,207202,003,8114021,2030-06-21,,Y,,
225826,N,021991,001,8450372,2028-03-18,,,U-892,
226591,N,202293,001,8721615,2030-01-18,,Y,,Y
225729,N,213004,001,11135172,2034-02-12,,Y,U-2660,
219997,N,212097,004,9649364,2036-04-22,,Y,U-2742,
226810,N,202971,001,8722679,2024-10-19,,Y,,
233425,N,205552,001,10004746*PED,2031-12-03,,,,
218128,N,212018,003,9464071,2031-04-28,,,U-2518,
217826,N,211358,002,8716338,2030-09-20,,Y,U-2396,
223373,N,207202,005,8956288,2029-07-06,,Y,U-2167,
221305,N,208564,001,11266661,2034-02-02,,,U-2317,
228941,N,213378,004,7262298,2025-11-23,Y,,,
220483,N,021964,002,10376584,2024-04-08,,Y,U-1185,
229944,N,206977,004,11096913,2037-02-28,,Y,,
234021,N,208799,003,9066957*PED,2035-04-06,,,,
219857,N,212480,001,8334270,2028-03-21,Y,Y,U-1470,
227998,N,205552,001,8735403,2026-12-28,Y,Y,,
226525,N,204640,001,9119876,2035-03-13,,Y,,
218049,N,208277,001,6949571,2024-06-08,Y,Y,U-2428,
229690,N,209806,003,9308204,2030-10-21,,Y,,
216420,N,022184,001,8586630,2025-03-16,,,U-1458,
216746,N,021977,003,7678770,2023-02-24,,,U-842,
233001,N,201280,001,7407955*PED,2025-11-02,,,,
223130,N,204042,002,10617668,2031-05-11,,Y,U-493,
218450,N,201635,003,10314790,2027-11-16,,Y,U-1992,
219065,N,201635,002,9549940,2027-11-16,,Y,U-1675,
231595,N,022259,001,7169401,2023-07-18,,Y,,
225187,N,210854,001,10633397,2036-04-27,,,U-3000,
227672,N,208799,006,11357935,2038-09-24,,Y,,
225702,N,211988,003,11083730,2035-04-20,,Y,U-3118,
232478,N,021977,007,7659253*PED,2023-08-24,,,,
229561,N,214755,003,10925844,2040-02-28,,Y,,
